split,n,pct_heavy,pct_ar_hour,pct_ar_day,pct_light_dry,pct_bright_band,pct_warm_shallow_heavy,pct_shallow,pct_stratiform_mid,pct_convective_deep,pct_other,n_light_dry,n_bright_band,n_warm_shallow_heavy,n_shallow,n_stratiform_mid,n_convective_deep,n_other
train,20547,4.555409548839247,4.166058305348713,30.86095293716844,81.90976784932107,9.436900764101816,0.22874385555068866,2.433445271815837,4.112522509368764,0.5694261936049059,1.3091935562369201,16830,1939,47,500,845,117,269
val,9791,3.973036462056991,2.604432642222449,27.87253600245123,79.45051577979777,10.816055561229701,0.16341538147278112,2.6350730262485955,5.545909508732509,0.285976917577367,1.1030538249412727,7779,1059,16,258,543,28,108
